TRNYEAR,TRNMONTH,TRNDAY,CNT
2013,10,19,87
2013,10,18,331
2013,10,17,215
2013,10,16,184
2013,10,15,300
2013,10,14,327
2013,10,13,14
2013,10,12,56
2013,10,11,154
2013,10,10,198
2013,10,9,275
2013,10,8,190
2013,10,7,135
2013,10,6,4
2013,10,5,91
2013,10,4,327
2013,10,3,205
2013,10,2,390
2013,10,1,263
2013,9,31,4
2013,9,30,416
2013,9,29,10
2013,9,28,111
2013,9,27,496
2013,9,26,237
2013,9,25,353
2013,9,24,312
2013,9,23,206
2013,9,22,9
2013,9,21,92
2013,9,20,209
2013,9,19,394
2013,9,18,274
2013,9,17,186
2013,9,16,261
2013,9,15,19
2013,9,14,109
2013,9,13,374
2013,9,12,248
2013,9,11,560
2013,9,10,286
2013,9,9,158
2013,9,8,9
2013,9,7,91
2013,9,6,291
2013,9,5,312
2013,9,4,275
2013,9,3,292
2013,9,2,55
2013,9,1,55
2013,8,31,117
2013,8,30,417
2013,8,29,530
2013,8,28,390
2013,8,27,373
2013,8,26,245
2013,8,25,21
2013,8,24,106
2013,8,23,444
2013,8,22,205
2013,8,21,361
2013,8,20,270
2013,8,19,244
2013,8,18,6
2013,8,17,98
2013,8,16,449
2013,8,15,171
2013,8,14,427
2013,8,13,361
2013,8,12,428
2013,8,11,2
2013,8,10,73
2013,8,9,518
2013,8,8,352
2013,8,7,278
2013,8,6,213
2013,8,5,253
2013,8,4,2
2013,8,3,124
2013,8,2,460
2013,8,1,281
2013,7,31,501
2013,7,30,377
2013,7,29,314
2013,7,28,21
2013,7,27,74
2013,7,26,480
2013,7,25,450
2013,7,24,360
2013,7,23,346
2013,7,22,425
2013,7,21,4
2013,7,20,88
2013,7,19,313
2013,7,18,272
2013,7,17,384
2013,7,16,319
2013,7,15,403
2013,7,14,2
2013,7,13,103
2013,7,12,436
2013,7,11,198
2013,7,10,280
2013,7,9,269
2013,7,8,414
2013,7,7,7
2013,7,6,69
2013,7,5,189
2013,7,3,395
2013,7,2,357
2013,7,1,235
2013,6,30,23
2013,6,29,140
2013,6,28,528
2013,6,27,322
2013,6,26,246
2013,6,25,408
2013,6,24,333
2013,6,23,8
2013,6,22,115
2013,6,21,353
2013,6,20,289
2013,6,19,332
2013,6,18,221
2013,6,17,249
2013,6,16,3
2013,6,15,107
2013,6,14,480
2013,6,13,322
2013,6,12,240
2013,6,11,415
2013,6,10,263
2013,6,9,26
2013,6,8,83
2013,6,7,230
2013,6,6,241
2013,6,5,326
2013,6,4,287
2013,6,3,139
2013,6,2,4
2013,6,1,114
2013,5,31,359
2013,5,30,261
2013,5,29,324
2013,5,28,368
2013,5,27,80
2013,5,26,42
2013,5,25,134
2013,5,24,416
2013,5,23,311
2013,5,22,287
2013,5,21,378
2013,5,20,236
2013,5,19,20
2013,5,18,105
2013,5,17,523
2013,5,16,197
2013,5,15,312
2013,5,14,252
2013,5,13,360
2013,5,11,98
2013,5,10,335
2013,5,9,218
2013,5,8,288
2013,5,7,291
2013,5,6,217
2013,5,5,18
2013,5,4,96
2013,5,3,324
2013,5,2,172
2013,5,1,186
2013,4,30,465
2013,4,29,280
2013,4,28,27
2013,4,27,92
2013,4,26,258
2013,4,25,219
2013,4,24,261
2013,4,23,239
2013,4,22,251
2013,4,21,28
2013,4,20,105
2013,4,19,246
2013,4,18,171
2013,4,17,132
2013,4,16,217
2013,4,15,154
2013,4,14,10
2013,4,13,78
2013,4,12,210
2013,4,11,159
2013,4,10,215
2013,4,9,192
2013,4,8,229
2013,4,7,41
2013,4,6,91
2013,4,5,212
2013,4,4,165
2013,4,3,207
2013,4,2,180
2013,4,1,217
2013,3,31,8
2013,3,30,94
2013,3,29,200
2013,3,28,195
2013,3,27,194
2013,3,26,296
2013,3,25,108
2013,3,24,23
2013,3,23,130
2013,3,22,185
2013,3,21,159
2013,3,20,112
2013,3,19,240
2013,3,18,244
2013,3,17,28
2013,3,16,117
2013,3,15,334
2013,3,14,132
2013,3,13,302
2013,3,12,258
2013,3,11,112
2013,3,10,22
2013,3,9,67
2013,3,8,268
2013,3,7,239
2013,3,6,100
2013,3,5,182
2013,3,4,236
2013,3,3,42
2013,3,2,83
2013,3,1,196
2013,2,31,6
2013,2,28,350
2013,2,27,135
2013,2,26,196
2013,2,25,196
2013,2,23,65
2013,2,22,322
2013,2,21,118
2013,2,20,256
2013,2,19,131
2013,2,18,117
2013,2,16,46
2013,2,15,234
2013,2,14,187
2013,2,13,77
2013,2,12,164
2013,2,11,128
2013,2,9,52
2013,2,8,196
2013,2,7,124
2013,2,6,160
2013,2,5,130
2013,2,4,166
2013,2,2,62
2013,2,1,89
2013,1,31,256
2013,1,30,155
2013,1,29,116
2013,1,28,136
2013,1,26,39
2013,1,25,134
2013,1,24,222
2013,1,23,150
2013,1,22,168
2013,1,21,113
2013,1,19,58
2013,1,18,92
2013,1,17,128
2013,1,16,117
2013,1,15,200
2013,1,14,169
2013,1,13,1
2013,1,12,79
2013,1,11,186
2013,1,10,121
2013,1,9,118
2013,1,8,94
2013,1,7,144
2013,1,5,106
2013,1,4,157
2013,1,3,67
2013,1,1,29
2012,12,31,133
2012,12,30,5
2012,12,29,168
2012,12,28,168
2012,12,27,342
2012,12,26,345
2012,12,24,40
2012,12,22,198
2012,12,21,252
2012,12,20,221
2012,12,19,290
2012,12,18,191
2012,12,17,256
2012,12,15,119
2012,12,14,228
2012,12,13,238
2012,12,12,224
2012,12,11,201
2012,12,10,126
2012,12,9,13
2012,12,8,151
2012,12,7,214
2012,12,6,201
2012,12,5,300
2012,12,4,217
2012,12,3,136
2012,12,2,45
2012,12,1,145
2012,11,31,1
2012,11,30,175
2012,11,29,223
2012,11,28,269
2012,11,27,180
2012,11,26,181
2012,11,25,1
2012,11,24,119
2012,11,23,89
2012,11,21,73
2012,11,20,190
2012,11,19,158
2012,11,18,1
2012,11,17,131
2012,11,16,230
2012,11,15,224
2012,11,14,191
2012,11,13,183
2012,11,12,283
2012,11,10,170
2012,11,9,230
2012,11,8,150
2012,11,7,134
2012,11,6,129
2012,11,5,180
2012,11,3,98
2012,11,2,210
2012,11,1,166
2012,10,31,170
2012,10,30,233
2012,10,29,170
2012,10,28,10
2012,10,27,58
2012,10,26,190
2012,10,25,208
2012,10,24,232
2012,10,23,119
2012,10,22,128
2012,10,20,75
2012,10,19,208
2012,10,18,193
2012,10,17,100
2012,10,16,125
2012,10,15,129
2012,10,13,56
2012,10,12,139
2012,10,11,135
2012,10,10,98
2012,10,9,161
2012,10,8,164
2012,10,6,53
2012,10,5,187
2012,10,4,126
2012,10,3,169
2012,10,2,181
2012,10,1,192
2012,9,30,1
2012,9,29,71
2012,9,28,193
2012,9,27,198
2012,9,26,254
2012,9,25,256
2012,9,24,226
2012,9,22,91
2012,9,21,310
2012,9,20,178
2012,9,19,184
2012,9,18,195
2012,9,17,207
2012,9,15,71
2012,9,14,187
2012,9,13,154
2012,9,12,211
2012,9,11,184
2012,9,10,175
2012,9,8,65
2012,9,7,204
2012,9,6,183
2012,9,5,156
2012,9,4,99
2012,9,3,104
2012,9,2,7
2012,9,1,126
2012,8,31,214
2012,8,30,254
2012,8,29,211
2012,8,28,153
2012,8,27,247
2012,8,26,27
2012,8,25,84
2012,8,24,191
2012,8,23,204
2012,8,22,202
2012,8,21,296
2012,8,20,391
2012,8,18,74
2012,8,17,182
2012,8,16,206
2012,8,15,179
2012,8,14,199
2012,8,13,201
2012,8,11,104
2012,8,10,183
2012,8,9,310
2012,8,8,237
2012,8,7,208
2012,8,6,119
2012,8,4,110
2012,8,3,238
2012,8,2,118
2012,8,1,140
2012,7,31,350
2012,7,30,170
2012,7,29,3
2012,7,28,88
2012,7,27,269
2012,7,26,298
2012,7,25,177
2012,7,24,245
2012,7,23,294
2012,7,21,79
2012,7,20,171
2012,7,19,283
2012,7,18,235
2012,7,17,220
2012,7,16,263
2012,7,14,92
2012,7,13,175
2012,7,12,239
2012,7,11,294
2012,7,10,196
2012,7,9,167
2012,7,7,79
2012,7,6,157
2012,7,5,186
2012,7,3,211
2012,7,2,261
2012,7,1,27
2012,6,30,132
2012,6,29,409
2012,6,28,250
2012,6,27,341
2012,6,26,330
2012,6,25,325
2012,6,23,90
2012,6,22,252
2012,6,21,180
2012,6,20,275
2012,6,19,237
2012,6,18,292
2012,6,17,5
2012,6,16,91
2012,6,15,231
2012,6,14,282
2012,6,13,229
2012,6,12,170
2012,6,11,287
2012,6,9,126
2012,6,8,256
2012,6,7,191
2012,6,6,293
2012,6,5,214
2012,6,4,274
2012,6,3,7
2012,6,2,133
2012,6,1,189
2012,5,31,368
2012,5,30,314
2012,5,29,278
2012,5,28,141
2012,5,27,42
2012,5,26,142
2012,5,25,274
2012,5,24,333
2012,5,23,241
2012,5,22,253
2012,5,21,296
2012,5,20,22
2012,5,19,78
2012,5,18,295
2012,5,17,271
2012,5,16,265
2012,5,15,193
2012,5,14,240
2012,5,12,128
2012,5,11,221
2012,5,10,241
2012,5,9,251
2012,5,8,325
2012,5,7,289
2012,5,6,34
2012,5,5,93
2012,5,4,285
2012,5,3,182
2012,5,2,194
2012,5,1,230
2012,4,30,302
2012,4,29,36
2012,4,28,67
2012,4,27,292
2012,4,26,226
2012,4,25,222
2012,4,24,174
2012,4,23,187
2012,4,22,29
2012,4,21,76
2012,4,20,158
2012,4,19,222
2012,4,18,211
2012,4,17,281
2012,4,16,243
2012,4,15,39
2012,4,14,109
2012,4,13,263
2012,4,12,228
2012,4,11,216
2012,4,10,174
2012,4,9,219
2012,4,7,71
2012,4,6,222
2012,4,5,180
2012,4,4,181
2012,4,3,219
2012,4,2,183
2012,4,1,54
2012,3,31,121
2012,3,30,271
2012,3,29,166
2012,3,28,119
2012,3,27,152
2012,3,26,267
2012,3,25,21
2012,3,24,60
2012,3,23,200
2012,3,22,143
2012,3,21,181
2012,3,20,185
2012,3,19,224
2012,3,18,30
2012,3,17,137
2012,3,16,227
2012,3,15,172
2012,3,14,258
2012,3,13,154
2012,3,12,192
2012,3,11,14
2012,3,10,55
2012,3,9,193
2012,3,8,153
2012,3,7,215
2012,3,6,124
2012,3,5,124
2012,3,4,16
2012,3,3,89
2012,3,2,96
2012,3,1,85
2012,2,29,167
2012,2,28,236
2012,2,27,141
2012,2,25,63
2012,2,24,200
2012,2,23,144
2012,2,22,117
2012,2,21,163
2012,2,20,108
2012,2,18,44
2012,2,17,100
2012,2,16,114
2012,2,15,75
2012,2,14,147
2012,2,13,145
2012,2,11,50
2012,2,10,112
2012,2,9,137
2012,2,8,105
2012,2,7,173
2012,2,6,257
2012,2,4,51
2012,2,3,99
2012,2,2,88
2012,2,1,139
2012,1,31,181
2012,1,30,148
2012,1,29,11
2012,1,28,50
2012,1,27,123
2012,1,26,94
2012,1,25,96
2012,1,24,103
2012,1,23,140
2012,1,21,37
2012,1,20,164
2012,1,19,68
2012,1,18,105
2012,1,17,120
2012,1,16,138
2012,1,15,1
2012,1,14,96
2012,1,13,169
2012,1,12,128
2012,1,11,146
2012,1,10,105
2012,1,9,169
2012,1,7,132
2012,1,6,149
2012,1,5,145
2012,1,4,71
2012,1,3,1
2012,1,2,2
2012,1,1,17
2011,12,31,169
2011,12,30,299
2011,12,29,297
2011,12,28,284
2011,12,27,279
2011,12,26,507
2011,12,23,217
2011,12,22,213
2011,12,21,186
2011,12,20,234
2011,12,19,206
2011,12,18,28
2011,12,17,183
2011,12,16,233
2011,12,15,184
2011,12,14,164
2011,12,13,149
2011,12,12,178
2011,12,11,51
2011,12,10,147
2011,12,9,211
2011,12,8,216
2011,12,7,211
2011,12,6,246
2011,12,5,210
2011,12,4,56
2011,12,3,157
2011,12,2,274
2011,12,1,169
2011,11,31,1
2011,11,30,294
2011,11,29,192
2011,11,28,177
2011,11,27,56
2011,11,26,119
2011,11,25,116
2011,11,23,97
2011,11,22,158
2011,11,21,174
2011,11,20,17
2011,11,19,96
2011,11,18,191
2011,11,17,186
2011,11,16,231
2011,11,15,165
2011,11,14,173
2011,11,13,7
2011,11,12,93
2011,11,11,126
2011,11,10,192
2011,11,9,118
2011,11,8,147
2011,11,7,174
2011,11,6,86
2011,11,5,190
2011,11,4,228
2011,11,3,141
2011,11,2,103
2011,11,1,148
2011,10,31,239
2011,10,30,21
2011,10,29,51
2011,10,28,199
2011,10,27,220
2011,10,26,121
2011,10,25,189
2011,10,24,187
2011,10,22,61
2011,10,21,189
2011,10,20,115
2011,10,19,115
2011,10,18,221
2011,10,17,140
2011,10,16,14
2011,10,15,54
2011,10,14,102
2011,10,13,222
2011,10,12,207
2011,10,11,156
2011,10,10,206
2011,10,8,49
2011,10,7,174
2011,10,6,162
2011,10,5,181
2011,10,4,195
2011,10,3,144
2011,10,2,3
2011,10,1,80
2011,9,31,1
2011,9,30,168
2011,9,29,195
2011,9,28,160
2011,9,27,193
2011,9,26,181
2011,9,24,69
2011,9,23,199
2011,9,22,229
2011,9,21,265
2011,9,20,210
2011,9,19,123
2011,9,18,2
2011,9,17,91
2011,9,16,247
2011,9,15,184
2011,9,14,197
2011,9,13,231
2011,9,12,167
2011,9,11,7
2011,9,10,82
2011,9,9,205
2011,9,8,275
2011,9,7,146
2011,9,6,155
2011,9,5,118
2011,9,4,38
2011,9,3,154
2011,9,2,214
2011,9,1,240
2011,8,31,251
2011,8,30,155
2011,8,29,172
2011,8,27,71
2011,8,26,254
2011,8,25,229
2011,8,24,233
2011,8,23,222
2011,8,22,195
2011,8,21,6
2011,8,20,66
2011,8,19,218
2011,8,18,243
2011,8,17,244
2011,8,16,156
2011,8,15,240
2011,8,14,9
2011,8,13,77
2011,8,12,212
2011,8,11,258
2011,8,10,169
2011,8,9,193
2011,8,8,199
2011,8,6,74
2011,8,5,233
2011,8,4,193
2011,8,3,198
2011,8,2,232
2011,8,1,184
2011,7,31,2
2011,7,30,151
2011,7,29,310
2011,7,28,300
2011,7,27,219
2011,7,26,306
2011,7,25,249
2011,7,24,1
2011,7,23,97
2011,7,22,256
2011,7,21,259
2011,7,20,247
2011,7,19,282
2011,7,18,197
2011,7,17,1
2011,7,16,83
2011,7,15,316
2011,7,14,261
2011,7,13,169
2011,7,12,227
2011,7,11,255
2011,7,10,5
2011,7,9,109
2011,7,8,290
2011,7,7,169
2011,7,6,283
2011,7,5,234
2011,7,4,28
2011,7,2,111
2011,7,1,216
2011,6,30,308
2011,6,29,393
2011,6,28,289
2011,6,27,247
2011,6,26,9
2011,6,25,140
2011,6,24,257
2011,6,23,251
2011,6,22,258
2011,6,21,294
2011,6,20,218
2011,6,19,19
2011,6,18,67
2011,6,17,289
2011,6,16,294
2011,6,15,252
2011,6,14,212
2011,6,13,248
2011,6,12,6
2011,6,11,70
2011,6,10,193
2011,6,9,221
2011,6,8,258
2011,6,7,234
2011,6,6,260
2011,6,5,23
2011,6,4,120
2011,6,3,292
2011,6,2,192
2011,6,1,229
2011,5,31,301
2011,5,30,160
2011,5,29,35
2011,5,28,120
2011,5,27,278
2011,5,26,240
2011,5,25,239
2011,5,24,183
2011,5,23,264
2011,5,22,45
2011,5,21,108
2011,5,20,198
2011,5,19,233
2011,5,18,226
2011,5,17,315
2011,5,16,158
2011,5,15,29
2011,5,14,78
2011,5,13,199
2011,5,12,255
2011,5,11,220
2011,5,10,267
2011,5,9,261
2011,5,7,85
2011,5,6,187
2011,5,5,173
2011,5,4,231
2011,5,3,197
2011,5,2,119
2011,5,1,56
2011,4,30,88
2011,4,29,184
2011,4,28,169
2011,4,27,207
2011,4,26,207
2011,4,25,251
2011,4,23,65
2011,4,22,180
2011,4,21,156
2011,4,20,180
2011,4,19,275
2011,4,18,267
2011,4,17,27
2011,4,16,91
2011,4,15,148
2011,4,14,202
2011,4,13,242
2011,4,12,235
2011,4,11,228
2011,4,10,38
2011,4,9,116
2011,4,8,247
2011,4,7,200
2011,4,6,180
2011,4,5,199
2011,4,4,240
2011,4,3,55
2011,4,2,128
2011,4,1,139
2011,3,31,159
2011,3,30,350
2011,3,29,29
2011,3,28,238
2011,3,27,15
2011,3,26,118
2011,3,25,174
2011,3,24,204
2011,3,23,169
2011,3,22,182
2011,3,21,125
2011,3,20,42
2011,3,19,101
2011,3,18,146
2011,3,17,137
2011,3,16,173
2011,3,15,100
2011,3,14,154
2011,3,13,15
2011,3,12,72
2011,3,11,115
2011,3,10,181
2011,3,9,102
2011,3,8,212
2011,3,7,135
2011,3,6,14
2011,3,5,88
2011,3,4,155
2011,3,3,129
2011,3,2,109
2011,3,1,99
2011,2,28,166
2011,2,26,77
2011,2,25,150
2011,2,24,109
2011,2,23,123
2011,2,22,112
2011,2,21,113
2011,2,20,2
2011,2,19,54
2011,2,18,127
2011,2,17,105
2011,2,16,123
2011,2,15,104
2011,2,14,113
2011,2,12,50
2011,2,11,105
2011,2,10,111
2011,2,9,117
2011,2,8,59
2011,2,7,75
2011,2,5,29
2011,2,4,85
2011,2,3,116
2011,2,2,78
2011,2,1,130
2011,1,31,104
2011,1,29,47
2011,1,28,103
2011,1,27,95
2011,1,26,154
2011,1,25,108
2011,1,24,129
2011,1,22,54
2011,1,21,119
2011,1,20,83
2011,1,19,173
2011,1,18,122
2011,1,17,72
2011,1,15,23
2011,1,14,85
2011,1,13,81
2011,1,12,101
2011,1,11,45
2011,1,10,16
2011,1,8,41
2011,1,7,105
2011,1,6,98
2011,1,5,82
2011,1,4,59
2011,1,3,34
2011,1,1,6
2010,12,31,74
2010,12,30,261
2010,12,29,262
2010,12,28,245
2010,12,27,400
2010,12,24,99
2010,12,23,259
2010,12,22,168
2010,12,21,192
2010,12,20,213
2010,12,19,18
2010,12,18,191
2010,12,17,179
2010,12,16,160
2010,12,15,173
2010,12,14,188
2010,12,13,154
2010,12,12,17
2010,12,11,203
2010,12,10,165
2010,12,9,161
2010,12,8,175
2010,12,7,156
2010,12,6,239
2010,12,5,38
2010,12,4,194
2010,12,3,271
2010,12,2,186
2010,12,1,152
2010,11,30,274
2010,11,29,240
2010,11,28,57
2010,11,27,256
2010,11,26,179
2010,11,24,45
2010,11,23,176
2010,11,22,182
2010,11,21,10
2010,11,20,146
2010,11,19,175
2010,11,18,135
2010,11,17,127
2010,11,16,146
2010,11,15,185
2010,11,13,71
2010,11,12,143
2010,11,11,169
2010,11,10,127
2010,11,9,138
2010,11,8,185
2010,11,7,19
2010,11,6,370
2010,11,5,146
2010,11,4,134
2010,11,3,71
2010,11,2,117
2010,11,1,120
2010,10,30,60
2010,10,29,160
2010,10,28,103
2010,10,27,169
2010,10,26,157
2010,10,25,112
2010,10,23,50
2010,10,22,109
2010,10,21,131
2010,10,20,166
2010,10,19,191
2010,10,18,129
2010,10,16,37
2010,10,15,143
2010,10,14,140
2010,10,13,137
2010,10,12,123
2010,10,11,184
2010,10,9,17
2010,10,8,109
2010,10,7,190
2010,10,6,121
2010,10,5,134
2010,10,4,130
2010,10,3,5
2010,10,2,29
2010,10,1,170
2010,9,30,221
2010,9,29,173
2010,9,28,172
2010,9,27,149
2010,9,25,32
2010,9,24,145
2010,9,23,185
2010,9,22,175
2010,9,21,163
2010,9,20,163
2010,9,18,36
2010,9,17,106
2010,9,16,160
2010,9,15,172
2010,9,14,224
2010,9,13,206
2010,9,11,41
2010,9,10,190
2010,9,9,187
2010,9,8,183
2010,9,7,219
2010,9,6,124
2010,9,5,35
2010,9,4,85
2010,9,3,124
2010,9,2,92
2010,9,1,99
2010,8,31,203
2010,8,30,238
2010,8,29,6
2010,8,28,73
2010,8,27,157
2010,8,26,176
2010,8,25,134
2010,8,24,201
2010,8,23,206
2010,8,21,49
2010,8,20,154
2010,8,19,266
2010,8,18,176
2010,8,17,247
2010,8,16,226
2010,8,14,38
2010,8,13,212
2010,8,12,164
2010,8,11,152
2010,8,10,168
2010,8,9,183
2010,8,7,42
2010,8,6,253
2010,8,5,185
2010,8,4,209
2010,8,3,145
2010,8,2,188
2010,8,1,41
2010,7,31,43
2010,7,30,245
2010,7,29,219
2010,7,28,206
2010,7,27,228
2010,7,26,217
2010,7,24,34
2010,7,23,218
2010,7,22,265
2010,7,21,220
2010,7,20,185
2010,7,19,305
2010,7,17,45
2010,7,16,200
2010,7,15,185
2010,7,14,220
2010,7,13,166
2010,7,12,230
2010,7,10,32
2010,7,9,218
2010,7,8,190
2010,7,7,183
2010,7,6,125
2010,7,5,73
2010,7,3,58
2010,7,2,249
2010,7,1,144
2010,6,30,250
2010,6,29,249
2010,6,28,290
2010,6,27,7
2010,6,26,86
2010,6,25,259
2010,6,24,229
2010,6,23,176
2010,6,22,296
2010,6,21,255
2010,6,19,34
2010,6,18,226
2010,6,17,219
2010,6,16,197
2010,6,15,182
2010,6,14,306
2010,6,12,25
2010,6,11,260
2010,6,10,203
2010,6,9,184
2010,6,8,237
2010,6,7,278
2010,6,4,222
2010,6,3,223
2010,6,2,165
2010,6,1,158
2010,5,31,116
2010,5,29,31
2010,5,28,296
2010,5,27,239
2010,5,26,233
2010,5,25,301
2010,5,24,205
2010,5,22,34
2010,5,21,194
2010,5,20,189
2010,5,19,232
2010,5,18,257
2010,5,17,333
2010,5,16,23
2010,5,15,7
2010,5,14,225
2010,5,13,173
2010,5,12,186
2010,5,11,176
2010,5,10,280
2010,5,8,10
2010,5,7,235
2010,5,6,270
2010,5,5,147
2010,5,4,212
2010,5,3,171
2010,5,2,64
2010,5,1,136
2010,4,30,263
2010,4,29,168
2010,4,28,162
2010,4,27,263
2010,4,26,178
2010,4,25,10
2010,4,24,9
2010,4,23,191
2010,4,22,148
2010,4,21,148
2010,4,20,207
2010,4,19,205
2010,4,18,13
2010,4,17,8
2010,4,16,200
2010,4,15,148
2010,4,14,218
2010,4,13,213
2010,4,12,208
2010,4,10,14
2010,4,9,212
2010,4,8,108
2010,4,7,137
2010,4,6,181
2010,4,5,188
2010,4,4,1
2010,4,3,53
2010,4,2,129
2010,4,1,79
2010,3,31,178
2010,3,30,138
2010,3,29,209
2010,3,26,157
2010,3,25,125
2010,3,24,98
2010,3,23,139
2010,3,22,183
2010,3,20,20
2010,3,19,129
2010,3,18,79
2010,3,17,167
2010,3,16,117
2010,3,15,102
2010,3,13,14
2010,3,12,137
2010,3,11,151
2010,3,10,105
2010,3,9,195
2010,3,8,130
2010,3,7,26
2010,3,6,3
2010,3,5,88
2010,3,4,83
2010,3,3,119
2010,3,2,110
2010,3,1,78
2010,2,27,46
2010,2,26,45
2010,2,25,76
2010,2,24,87
2010,2,23,92
2010,2,22,203
2010,2,20,8
2010,2,19,68
2010,2,18,60
2010,2,17,39
2010,2,16,77
2010,2,15,115
2010,2,13,1
2010,2,12,71
2010,2,11,73
2010,2,10,71
2010,2,9,63
2010,2,8,113
2010,2,7,6
2010,2,6,4
2010,2,5,71
2010,2,4,83
2010,2,3,66
2010,2,2,77
2010,2,1,112
2010,1,31,10
2010,1,29,147
2010,1,28,91
2010,1,27,99
2010,1,26,45
2010,1,25,111
2010,1,23,4
2010,1,22,71
2010,1,21,115
2010,1,20,96
2010,1,19,84
2010,1,18,171
2010,1,16,15
2010,1,15,79
2010,1,14,73
2010,1,13,104
2010,1,12,90
2010,1,11,112
2010,1,10,1
2010,1,9,30
2010,1,8,106
2010,1,7,85
2010,1,6,80
2010,1,5,9
2010,1,2,2
2010,1,1,42
2009,12,5,1
2009,12,4,2
2009,12,3,33
2009,12,2,23
